Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1995,14.901,15.151,15.727,16.569,16.288,17.883,19.716,15.693999999999999,16.427,14.907,18.830000000000002,17.207,15.249,16.978,17.657545587502,18.778280000000002,16.591292,16.820402890022002,17.637800000000002,17.28845
1996,12.947,10.823,12.172,13.108,12.142,17.804,16.814,12.532,12.491999999999999,10.816,15.064,15.739,11.73,15.583,14.499634470629998,16.35513,13.104994000000001,13.572360027294,14.49347,14.23773
1997,13.332,12.18,14.357,12.83,13.607,19.849,18.638,12.983,13.607,13.541,18.687,17.976,12.595,16.69,16.615658917245998,18.20494,14.440228000000001,14.772481459396001,16.78659,15.696180000000002
1998,14.415000000000001,13.363,14.263,15.227,14.361,18.754,16.989,16.019,16.408,17.06,16.943,17.075,13.869,16.961,16.104995587128,17.00156,15.119446,15.483930032544002,16.827280000000002,16.014660000000003
1999,18.635,19.545,20.436,20.641000000000002,21.016,21.490000000000002,20.617,20.643,21.273,20.376,20.99,21.414,19.554,19.596,20.777124484834,20.87755,20.569229999999997,20.60412575483,20.478640000000002,20.77101
2000,17.251,19.109,18.277,19.618,19.275,17.935,20.178,19.273,19.381,17.371000000000002,20.551,19.368,18.254,18.369,19.549054481458,19.80762,19.248613999999996,19.231198608562003,19.223879999999998,19.51622
2001,18.662,17.791,18.474,18.073,19.52,17.906,16.983,16.872,16.587,15.189,19.257,16.479,18.286,19.25,18.052600035248002,17.01499,18.220288000000004,17.934760035612,17.60774,17.87881
2002,13.284,11.6,12.08,11.002,11.014,14.105,11.681,12.175,11.634,12.843,14.587,12.06,13.865,15.6,12.468892248023998,11.90963,11.957022,11.889150026758,13.35027,12.11444
2003,11.138,16.714,16.227,16.666,16.284,15.975,13.999,16.303,16.755,17.386,13.956,17.33,15.645,14.919,15.287133364778002,15.106079999999999,16.024755999999996,15.889911459098002,15.07106,15.80587
2004,11.586,15.602,16.015,18.55,16.919,17.562,18.413,16.375,18.436,17.962,18.601,19.475,14.048,17.737,17.794206699524,18.62123,17.187156,17.333828604996004,18.057000000000002,18.081380000000003
2005,15.214,19.249,18.737000000000002,20.942,19.421,19.844,20.123,19.467,18.351,18.325,20.429,20.524,16.302,18.131,19.716790036850007,20.2435,19.576949999999997,19.547965751298,19.353430000000003,20.01693
2006,15.385,15.931,16.574,19.201999999999998,18.403,17.602,18.647,16.272,16.016000000000002,16.985,19.828,18.324,16.03,19.153,18.335622256128,18.54067,17.903152000000002,17.915897177399998,18.49026,18.50558
2007,13.193,12.777,12.566,14.725,13.086,15.955,16.115,13.99,15.327,13.968,14.604,16.345,12.784,14.299,14.667747806004,16.048,13.942704,14.307121457177999,14.770330000000001,14.859559999999998
2008,17.324,19.592,18.912,20.956,19.503,18.845,20.827,18.931,21.011,18.397,20.76,21.205,18.349,19.557,20.201290038435996,20.795119999999997,19.919957999999998,19.947245752996,19.93603,20.43995
2009,19.222,21.313,20.278,21.144,20.158,18.067,21.563,20.156,22.407,19.505,20.879,21.501,20.284,21.178,20.866160040728,21.2959,20.747048,20.755061469306,20.76664,20.966910000000002
2010,19.177,20.532,20.573,21.977,21.035999999999998,19.673000000000002,20.075,22.023,23.732,22.265,20.549,22.314,19.895,20.113,20.824050042086004,20.72008,21.05228,21.088980041726003,20.7832,21.26364
2011,17.527,19.143,19.152,21.598,19.741,19.557,19.615,20.939,21.974,20.92,20.468,20.273,19.045,20.389,19.934543373576,19.88496,20.107774,20.164054325708,20.267179999999996,20.409409999999998
2012,18.402,19.523,18.851,20.072,18.804,19.703,17.534,20.355,22.684,20.714,18.884,20.504,19.044999999999998,18.831,18.921131150962,18.55974,19.270688,19.244895753926002,19.00465,19.42002
2013,17.441,19.578,19.437,20.279,19.544,19.562,20.497,19.051000000000002,19.776,19.233,22.204,19.99,19.057,21.077,20.363631150012,20.31079,19.947098000000004,19.843908611106002,20.62592,20.26599
2014,15.749,15.838000000000001,16.899,17.51,17.065,19.814,18.575,17.207,18.086,16.912,19.944,18.586,16.416999999999998,20.051000000000002,18.284213368352003,18.59743,17.459794000000002,17.579531464684,18.66176,18.1078
2015,16.236,16.971,16.948,17.325,17.157,18.19,17.166,17.332,18.704,18.652,18.244,19.212,16.909,19.484,17.729502257734,17.75758,17.355852,17.409098607566,18.16654,17.79295
2016,16.537,17.956,17.09,17.766000000000002,17.076999999999998,19.547,18.302,18.575,19.247,20.165,20.537,18.985,18.431,20.448,18.613233370816,18.530749999999998,17.992958,18.020811466982003,19.59588,18.500110000000003
2017,16.086,18.824,17.727,18.817,17.736,19.263,18.473,18.201999999999998,19.965,17.69,20.123,19.726,18.942,19.521,18.808590037180004,18.85998,18.555960000000002,18.473968608992,18.8865,18.908140000000003
2018,16.283,19.019,17.917,18.917,18.562,17.912,18.619,19.489,20.16,20.186,19.194,19.567,18.148,19.797,18.825270037758,18.833660000000002,18.691246000000003,18.722594323585998,19.29381,18.95292
2019,16.433,18.102,16.433,18.229,16.695,19.09,18.008,19.592,18.38,19.058,17.534,19.15,17.533,18.711,17.743668925583997,18.351599999999998,17.646894,17.848004322088,18.22855,18.078750000000003
2020,16.93,17.935,17.163,18.002,17.57,17.401,17.461,20.67,19.152,20.881,17.71,18.537,18.136,17.445,17.807974481456,17.75703,17.890348,18.019058607844002,18.341949999999997,18.00022
2021,18.086,19.164,18.469,19.806,18.746,19.114,19.069,20.692,19.37,21.13,20.611,18.772,19.047,20.388,19.334547817065996,19.04649,19.275896000000003,19.281028610818,20.124720000000003,19.451839999999997
2022,19.395,22.517,22.433,22.801,22.925,21.183,21.106,22.487,23.846,22.197,23.626,22.88,22.026,22.692,22.452937822032002,21.68226,22.582776,22.344540044416,22.34411,22.552410000000002
2023,18.358,20.678,20.197,21.378,20.579,19.569,20.509,20.229,22.358,20.871,22.87,21.187,20.757,22.226,21.105714485872003,20.68986,20.912814,20.765450041980003,21.45561,21.17807
2024,11.456,11.64,11.954,11.173,11.584,10.507,10.381,12.011,12.314,12.629,12.449,11.12,12.112,12.96,11.498872245956,10.64562,11.572592,11.420862881129999,11.92581,11.3968
