Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1994,4.81,5.855,5.706,5.9559999999999995,5.837,4.316,4.773,6.096,5.779,5.997,4.8919999999999995,4.938,5.462,4.816,5.191957788686,4.85781,5.603406,5.52776143899,5.149159999999999,5.35874
1995,4.212,4.036,4.145,4.353,4.577,4.815,5.4190000000000005,4.114,4.28,3.625,5.428,4.638,4.118,5.138,4.878040008598,5.12588,4.487450000000001,4.541864294724,4.87259,4.711860000000001
1996,3.644,2.621,3.1470000000000002,2.912,2.825,4.195,4.309,2.5349999999999997,2.752,2.164,3.31,3.6109999999999998,3.0549999999999997,4.171,3.464038895122,4.03298,3.102872,3.2346314351019996,3.44734,3.32407
1997,3.967,3.397,3.382,3.354,3.242,4.512,3.799,3.667,3.238,3.383,3.584,4.058,3.699,3.668,3.63348222953,3.8765599999999996,3.4876160000000005,3.550647150214,3.61803,3.61255
1998,3.637,3.202,3.509,3.383,3.239,4.41,3.651,3.809,3.821,3.824,3.665,3.791,3.1710000000000003,3.787,3.5953088962320003,3.71416,3.447918,3.5130185789560007,3.70894,3.56784
1999,5.071,4.495,4.707000000000001,4.777,4.723,5.116,5.1370000000000005,4.8870000000000005,5.23,4.8740000000000006,5.295,5.0889999999999995,4.584,5.418,5.023037787656,5.10318,4.818688,4.870501438713999,5.136690000000001,4.973220000000001
2000,4.9830000000000005,5.813,5.825,6.218,6.413,6.032,6.758,5.625,5.651,5.085,6.938,6.199,5.363,5.975,6.39548334461,6.54604,6.144992,6.131427154422001,6.21508,6.298620000000001
2001,4.832,5.418,5.506,5.383,5.763,5.195,5.058,5.183,4.9719999999999995,4.55,5.426,4.793,5.375,5.373,5.271923343618001,5.02695,5.395804,5.312787153076001,5.10704,5.24048
2002,5.02,3.535,3.9339999999999997,3.082,3.556,4.522,3.786,3.916,3.379,4.347,4.783,3.959,4.364,4.977,4.050402230476,3.8458799999999997,3.7458600000000004,3.742645723018,4.3633,3.81508
2003,3.335,3.9619999999999997,4.155,4.116,4.126,4.321,3.737,4.48,4.454,4.59,3.056,4.352,4.342,3.5340000000000003,3.8402200082520004,3.94182,4.048468,4.095085722072,3.76466,3.96515
2004,3.551,4.826,4.943,5.445,5.067,5.306,5.781,4.9719999999999995,5.618,5.71,5.868,5.72,4.65,5.435,5.477460010113999,5.714179999999999,5.23759,5.277618581804001,5.65465,5.47568
2005,4.538,4.574,5.046,5.445,5.172000000000001,5.6370000000000005,6.124,5.212,5.144,4.612,5.909,5.604,4.118,5.332,5.564392232136,5.91916,5.247776,5.329982867356001,5.50339,5.50833
2006,4.55,4.974,4.944,5.643,5.403,4.686,5.526,5.101,4.946,5.213,5.773,5.4399999999999995,4.481,5.635,5.408721121162,5.46119,5.29438,5.298810010222,5.48541,5.456300000000001
2007,3.975,4.014,4.062,4.4959999999999996,4.457,4.633,4.545,4.244,4.758,4.309,4.344,4.699,4.039000000000001,4.168,4.420092230808,4.5834399999999995,4.331406,4.384147151486,4.36178,4.46857
2008,4.155,3.909,3.964,4.463,4.175,4.203,5.305,4.231,4.838,4.376,5.093,4.613,3.775,4.728,4.694428897484001,5.01036,4.34841,4.4428085803720005,4.848059999999999,4.625260000000001
2009,5.501,6.379,6.293,6.599,6.338,5.163,6.195,6.167,5.897,5.401,6.223,6.025,5.821,6.521,6.170464456322001,6.112489999999999,6.297056,6.241921440310001,6.0618099999999995,6.23827
2010,4.55,4.638,4.761,5.095,4.918,4.871,5.114,4.779,5.1,4.492,5.3580000000000005,5.089,4.351,5.136,5.041747787336001,5.092700000000001,4.918798,4.926594295470001,5.011800000000001,5.0480100000000006
2011,5.068,5.239,5.487,6.222,5.629,5.568,5.921,5.858,6.132,5.7299999999999995,6.258,6.067,5.018,6.0920000000000005,5.878638900206,5.95182,5.77595,5.807598582882001,5.9613700000000005,5.97383
2012,4.6,4.891,4.8149999999999995,5.442,4.91,4.6690000000000005,4.391,5.747,6.109,5.52,5.161,5.089,4.725,5.04,4.897306677053999,4.64762,5.033056,5.018457153140001,5.006589999999999,5.072050000000001
2013,4.555,5.0009999999999994,4.946,5.159,4.832,5.29,5.605,4.904,5.481,4.735,6.338,5.35,4.8469999999999995,5.889,5.454706676858,5.499650000000001,5.16134,5.147690010654,5.58544,5.360009999999999
2014,4.958,4.614,4.929,5.073,4.769,5.253,5.02,5.201,5.251,5.101,5.686,5.064,4.646,5.511,5.123928899023999,5.05178,4.984228,4.992951438964,5.27846,5.105910000000001
2015,4.325,3.995,4.397,4.482,4.3180000000000005,5.013,4.682,4.662,5.189,4.716,5.381,4.918,4.109,5.662,4.772996676034,4.7542100000000005,4.5046,4.544841438366001,5.00691,4.71955
2016,4.4030000000000005,4.062,4.252,4.407,4.483,5.379,5.451,4.293,4.56,4.574,6.031000000000001,5.05,4.454,5.632,5.116201120392001,5.29035,4.622216,4.6744985813260005,5.340349999999999,4.931310000000001
2017,4.554,4.773000000000001,4.853,5.359999999999999,4.837,5.38,5.7010000000000005,5.248,5.605,5.077,6.457,5.4719999999999995,4.684,5.946000000000001,5.523714454806,5.6063600000000005,5.2055739999999995,5.229444296512,5.729480000000001,5.47287
2018,4.682,4.8149999999999995,4.522,4.888999999999999,4.665,4.515,4.9879999999999995,5.076,4.986,4.909,5.253,4.684,4.805,5.47,4.892605565366001,4.87809,4.809524,4.825645724179999,5.09158,4.88726
2019,4.301,5.4030000000000005,4.899,5.264,4.727,5.515,5.659,5.655,5.581,5.416,5.3,5.586,4.817,5.235,5.282440010486,5.599450000000001,5.159155999999999,5.224155724786001,5.39953,5.31252
2020,3.966,3.8209999999999997,3.714,3.933,3.533,4.4110000000000005,4.756,4.695,4.4879999999999995,4.575,4.546,4.189,3.768,4.117,4.248887786171999,4.53807,3.980664,4.089374294264,4.49102,4.17882
2021,4.802,4.966,4.83,5.069,4.623,4.459,5.316,5.745,5.136,5.442,5.728,4.548,4.905,5.431,5.1096177879899995,5.05742,5.00916,5.026708581704001,5.424350000000001,5.0559899999999995
2022,4.838,4.99,4.927,4.881,4.827,4.811,4.8870000000000005,5.554,5.247,5.334,6.128,4.798,4.982,5.826,5.174528899214,4.871700000000001,5.028562,4.982252867764,5.45568,5.07556
2023,4.936,4.98,5.062,5.126,5.062,4.499,5.197,5.036,5.217,4.961,6.246,4.7780000000000005,5.082,6.001,5.311097787964,5.055960000000001,5.160368,5.100564296240001,5.514050000000001,5.20885
2024,4.461,4.1370000000000005,4.41,3.974,4.058,4.054,3.89,4.405,4.434,4.311,4.746,4.166,4.427,5.1370000000000005,4.261497786520001,3.98328,4.206734,4.16303286608,4.4324,4.18384
