Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
2007,0.0,1.603,1.09,5.469,1.381,39.289,10.088000000000001,6.413,7.108,7.183000000000001,2.76,6.343,2.747,3.479,5.458221127398001,10.512509999999999,3.850188,5.381532874692001,6.26509,5.902400000000001
2008,19.799,21.011,14.356,15.695,14.370999999999999,50.438,16.386000000000003,20.092000000000002,18.614,28.63,10.453999999999999,15.731,13.599,30.107,15.78325893733,18.15135,15.442816,16.734600051158,20.1905,16.485619999999997
2009,0.0,2.146,2.3080000000000003,3.4699999999999998,2.8099999999999996,77.799,7.398,3.428,4.31,2.118,2.0319999999999996,6.087,0.524,6.5520000000000005,5.457896688966,10.998369999999998,3.327858,4.971791455702,5.04856,5.60365
2010,0.23700000000000002,1.413,1.418,5.764,3.434,67.976,11.908999999999999,1.264,6.218,2.427,6.265,5.864,0.07,2.512,7.189698908417999,13.313329999999997,4.2626100000000005,5.876447167728,6.65412,7.14476
2011,0.10200000000000001,5.965999999999999,2.314,4.867,3.195,37.943,13.167,5.598000000000001,7.619,3.4179999999999997,6.911,9.199,1.162,1.742,7.766162237425999,13.084279999999998,5.097438,6.263325732486001,7.09317,7.37146
2012,1.348,2.83,4.5009999999999994,5.898,5.204,92.09400000000001,33.011,6.599,22.625,27.788,21.588,25.473,2.099,30.657,20.462581153764003,32.92353,9.940654000000002,13.85916291398,27.01516,18.00524
2013,0.0,2.599,4.2940000000000005,3.693,4.16,31.038,11.826,5.119,3.7479999999999998,9.761,7.601,9.14,2.0490000000000004,11.813,7.95889445996,11.78166,5.104990000000001,6.243792876160001,9.78917,7.142029999999999
2014,0.068,0.29500000000000004,0.262,1.2149999999999999,0.28,138.006,40.218,0.825,5.8629999999999995,8.821,23.397,20.749,0.004,6.6739999999999995,20.209988924838,38.70029,7.086634,11.576792909464,21.39224,16.1647
2015,0.7070000000000001,2.1069999999999998,0.7899999999999999,1.207,0.915,33.546,8.66,1.6489999999999998,1.33,17.031,10.988,3.213,2.298,8.46,6.24381445963,8.36459,2.866758,3.6608928783340002,10.66324,5.04648
2016,0.034,2.957,3.742,7.071,7.567,58.742,10.17,2.0140000000000002,10.609000000000002,11.216,14.369,8.738,0.6429999999999999,21.445999999999998,10.218830025495999,12.58733,6.561234000000001,7.599681462678,13.258199999999999,9.77782
2017,0.034,0.358,0.24,2.296,0.933,64.767,12.224,2.666,7.718,13.135,1.693,9.578,0.766,2.625,6.38531002097,14.00046,2.804798,5.1111814543800005,7.92699,6.22772
2018,0.034,0.385,0.512,1.784,2.06,4.261,3.179,1.783,0.9420000000000001,17.079,3.754,2.689,0.33299999999999996,2.061,2.791216673036,3.0462299999999995,1.739554,2.1107585795759998,6.0318000000000005,2.66024
2019,0.105,0.29900000000000004,0.5599999999999999,0.571,0.29400000000000004,10.786999999999999,1.661,4.777,1.0190000000000001,28.549,4.7829999999999995,0.91,0.8,5.325,2.552978900496,1.98386,1.26464,1.826088585962,8.978219999999999,2.25086
2020,2.779,2.674,3.159,3.8689999999999998,3.635,69.86,17.554,2.184,3.2969999999999997,16.607,9.027999999999999,8.425,1.343,8.847999999999999,10.083118913658,17.50141,5.278752,7.426935746597999,13.07805,8.859799999999998
2021,66.961,60.510999999999996,60.073,41.983,49.795,43.742000000000004,29.662,57.626000000000005,31.646,88.127,52.134,35.027,64.209,75.51299999999999,46.022905673404004,32.89015,49.947498,47.692674405324,57.62799,44.542500000000004
2022,37.137,0.0,5.017,0.0,0.003,27.651,3.0700000000000003,7.521,47.106,149.376,62.806,1.692,12.295,109.711,21.595702309066002,4.61355,8.376752,9.571982981082,68.3311,16.829530000000002
2023,0.371,2.958,2.549,7.22,4.343,50.94,11.624,7.078,11.541,17.509,14.228000000000002,12.566,2.492,10.492,10.327240024578002,13.95149,6.578446,7.865355745154001,13.24676,10.20299
2024,0.0,0.899,2.8680000000000003,6.3469999999999995,5.485,37.843999999999994,18.785999999999998,1.797,1.714,8.827,22.596,8.271,0.681,14.452,12.783403349458,16.583869999999997,6.993404,7.912595738951999,15.63454,10.79666
